TORSION DISTRIBUTION - blocks for each frame with 1st line being total torison angle beginning with frame number
      Frame,      Type1,      Type2,      Type3,      Type4,    Neg Avg,Neg Std Dev,    Neg Max,    Neg Min,  N NAngles,    Pos Avg,Pos Std Dev,    Pos Max,    Pos Min,  N PAngles,            0,           -1,           -2,           -3,           -4,           -5,           -6,           -7,           -8,           -9,          -10,          -11,          -12,          -13,          -14,          -15,          -16,          -17,          -18,          -19,          -20,          -21,          -22,          -23,          -24,          -25,          -26,          -27,          -28,          -29,          -30,          -31,          -32,          -33,          -34,          -35,          -36,          -37,          -38,          -39,          -40,          -41,          -42,          -43,          -44,          -45,          -46,          -47,          -48,          -49,          -50,          -51,          -52,          -53,          -54,          -55,          -56,          -57,          -58,          -59,          -60,          -61,          -62,          -63,          -64,          -65,          -66,          -67,          -68,          -69,          -70,          -71,          -72,          -73,          -74,          -75,          -76,          -77,          -78,          -79,          -80,          -81,          -82,          -83,          -84,          -85,          -86,          -87,          -88,          -89,          -90,          -91,          -92,          -93,          -94,          -95,          -96,          -97,          -98,          -99,         -100,         -101,         -102,         -103,         -104,         -105,         -106,         -107,         -108,         -109,         -110,         -111,         -112,         -113,         -114,         -115,         -116,         -117,         -118,         -119,         -120,         -121,         -122,         -123,         -124,         -125,         -126,         -127,         -128,         -129,         -130,         -131,         -132,         -133,         -134,         -135,         -136,         -137,         -138,         -139,         -140,         -141,         -142,         -143,         -144,         -145,         -146,         -147,         -148,         -149,         -150,         -151,         -152,         -153,         -154,         -155,         -156,         -157,         -158,         -159,         -160,         -161,         -162,         -163,         -164,         -165,         -166,         -167,         -168,         -169,         -170,         -171,         -172,         -173,         -174,         -175,         -176,         -177,         -178,         -179,         -180,            0,            1,            2,            3,            4,            5,            6,            7,            8,            9,           10,           11,           12,           13,           14,           15,           16,           17,           18,           19,           20,           21,           22,           23,           24,           25,           26,           27,           28,           29,           30,           31,           32,           33,           34,           35,           36,           37,           38,           39,           40,           41,           42,           43,           44,           45,           46,           47,           48,           49,           50,           51,           52,           53,           54,           55,           56,           57,           58,           59,           60,           61,           62,           63,           64,           65,           66,           67,           68,           69,           70,           71,           72,           73,           74,           75,           76,           77,           78,           79,           80,           81,           82,           83,           84,           85,           86,           87,           88,           89,           90,           91,           92,           93,           94,           95,           96,           97,           98,           99,          100,          101,          102,          103,          104,          105,          106,          107,          108,          109,          110,          111,          112,          113,          114,          115,          116,          117,          118,          119,          120,          121,          122,          123,          124,          125,          126,          127,          128,          129,          130,          131,          132,          133,          134,          135,          136,          137,          138,          139,          140,          141,          142,          143,          144,          145,          146,          147,          148,          149,          150,          151,          152,          153,          154,          155,          156,          157,          158,          159,          160,          161,          162,          163,          164,          165,          166,          167,          168,          169,          170,          171,          172,          173,          174,          175,          176,          177,          178,          179,          180
          1,      Total,      Total,      Total,      Total, -92.584435,  56.115400,          0,       -180,     450678,  92.533363,  56.141018,        180,          0,     450912,     0.026085,     0.025948,     0.022748,     0.019380,     0.016114,     0.012057,     0.009124,     0.006342,     0.004651,     0.003186,     0.002396,     0.001624,     0.001314,     0.000879,     0.000657,     0.000484,     0.000493,     0.000342,     0.000306,     0.000253,     0.000275,     0.000333,     0.000302,     0.000275,     0.000297,     0.000249,     0.000244,     0.000271,     0.000284,     0.000253,     0.000275,     0.000231,     0.000297,     0.000355,     0.000364,     0.000333,     0.000391,     0.000426,     0.000426,     0.000426,     0.000519,     0.000506,     0.000639,     0.000754,     0.000896,     0.001207,     0.001700,     0.002392,     0.003515,     0.005095,     0.006985,     0.009768,     0.012790,     0.015905,     0.017378,     0.017773,     0.016233,     0.014290,     0.011338,     0.009151,     0.006852,     0.005414,     0.004899,     0.004966,     0.005893,     0.006954,     0.008986,     0.010948,     0.012475,     0.013704,     0.014432,     0.014707,     0.013801,     0.012088,     0.010185,     0.008547,     0.006350,     0.004802,     0.003537,     0.002512,     0.001917,     0.001491,     0.000950,     0.000843,     0.000572,     0.000426,     0.000422,     0.000382,     0.000501,     0.000377,     0.000448,     0.000368,     0.000382,     0.000430,     0.000457,     0.000453,     0.000599,     0.000848,     0.000870,     0.001172,     0.001606,     0.002481,     0.003515,     0.004704,     0.005995,     0.008015,     0.010047,     0.011605,     0.013216,     0.013535,     0.014001,     0.012617,     0.011920,     0.009825,     0.008152,     0.006958,     0.005831,     0.005436,     0.005583,     0.005951,     0.007318,     0.009146,     0.011591,     0.013753,     0.014662,     0.015297,     0.015173,     0.013841,     0.012550,     0.009843,     0.007810,     0.005858,     0.004185,     0.002623,     0.001806,     0.001189,     0.000825,     0.000643,     0.000488,     0.000466,     0.000377,     0.000395,     0.000368,     0.000382,     0.000426,     0.000355,     0.000328,     0.000306,     0.000320,     0.000351,     0.000288,     0.000297,     0.000320,     0.000302,     0.000266,     0.000253,     0.000288,     0.000240,     0.000226,     0.000293,     0.000288,     0.000288,     0.000333,     0.000324,     0.000320,     0.000430,     0.000537,     0.000825,     0.001052,     0.001531,     0.002423,     0.003777,     0.005578,     0.008596,     0.011551,     0.015878,     0.020210,     0.023902,     0.027514,     0.030541,     0.032178,     0.026072,     0.025805,     0.023339,     0.019716,     0.015710,     0.012193,     0.009000,     0.006529,     0.004484,     0.003291,     0.002280,     0.001597,     0.001184,     0.000918,     0.000758,     0.000506,     0.000479,     0.000390,     0.000324,     0.000297,     0.000288,     0.000333,     0.000310,     0.000293,     0.000288,     0.000213,     0.000217,     0.000306,     0.000231,     0.000253,     0.000346,     0.000293,     0.000315,     0.000293,     0.000328,     0.000328,     0.000435,     0.000421,     0.000475,     0.000515,     0.000479,     0.000523,     0.000665,     0.000696,     0.000896,     0.001135,     0.001646,     0.002204,     0.003464,     0.005123,     0.007008,     0.009829,     0.013258,     0.015653,     0.017267,     0.017862,     0.016314,     0.014100,     0.011390,     0.008711,     0.006919,     0.005291,     0.005101,     0.004861,     0.005864,     0.006950,     0.009084,     0.010765,     0.012304,     0.014047,     0.015103,     0.014606,     0.013444,     0.012264,     0.010162,     0.008529,     0.006347,     0.004657,     0.003695,     0.002626,     0.001867,     0.001153,     0.000958,     0.000732,     0.000577,     0.000492,     0.000501,     0.000399,     0.000439,     0.000479,     0.000381,     0.000421,     0.000444,     0.000435,     0.000404,     0.000510,     0.000515,     0.000674,     0.000967,     0.001198,     0.001779,     0.002528,     0.003349,     0.004870,     0.006059,     0.008161,     0.009847,     0.011430,     0.013062,     0.013453,     0.013417,     0.012898,     0.012011,     0.009904,     0.008303,     0.007021,     0.005753,     0.005398,     0.005269,     0.006139,     0.007895,     0.009323,     0.011168,     0.013098,     0.014992,     0.015914,     0.015524,     0.013950,     0.012153,     0.009780,     0.007598,     0.005531,     0.004209,     0.002630,     0.001801,     0.001180,     0.000812,     0.000656,     0.000577,     0.000444,     0.000452,     0.000377,     0.000430,     0.000377,     0.000342,     0.000404,     0.000426,     0.000333,     0.000333,     0.000266,     0.000284,     0.000253,     0.000266,     0.000262,     0.000266,     0.000244,     0.000302,     0.000262,     0.000257,     0.000297,     0.000257,     0.000279,     0.000240,     0.000333,     0.000333,     0.000386,     0.000617,     0.000781,     0.001047,     0.001623,     0.002440,     0.003646,     0.005824,     0.008259,     0.011324,     0.016176,     0.020186,     0.023663,     0.027748,     0.030618,     0.032161
