ANGULAR DISTRIBUTION - blocks for each frame with 1st line being total g3(theta) beginning with frame number
      Frame,      Type1,      Type2,      Type3,        Avg,    Std Dev,        Max,        Min,   N Angles,          1,          2,          3,          4,          5,          6,          7,          8,          9,         10,         11,         12,         13,         14,         15,         16,         17,         18,         19,         20,         21,         22,         23,         24,         25,         26,         27,         28,         29,         30,         31,         32,         33,         34,         35,         36,         37,         38,         39,         40,         41,         42,         43,         44,         45,         46,         47,         48,         49,         50,         51,         52,         53,         54,         55,         56,         57,         58,         59,         60,         61,         62,         63,         64,         65,         66,         67,         68,         69,         70,         71,         72,         73,         74,         75,         76,         77,         78,         79,         80,         81,         82,         83,         84,         85,         86,         87,         88,         89,         90,         91,         92,         93,         94,         95,         96,         97,         98,         99,        100,        101,        102,        103,        104,        105,        106,        107,        108,        109,        110,        111,        112,        113,        114,        115,        116,        117,        118,        119,        120,        121,        122,        123,        124,        125,        126,        127,        128,        129,        130,        131,        132,        133,        134,        135,        136,        137,        138,        139,        140,        141,        142,        143,        144,        145,        146,        147,        148,        149,        150,        151,        152,        153,        154,        155,        156,        157,        158,        159,        160,        161,        162,        163,        164,        165,        166,        167,        168,        169,        170,        171,        172,        173,        174,        175,        176,        177,        178,        179,        180
          1,      Total,      Total,      Total,       94.9,       34.1,        180,         38,      51865,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000039,   0.000000,   0.000000,   0.000019,   0.000039,   0.000212,   0.000386,   0.000945,   0.001909,   0.003740,   0.004820,   0.007520,   0.009467,   0.012051,   0.014345,   0.015849,   0.018972,   0.022925,   0.024120,   0.025470,   0.025682,   0.023079,   0.023542,   0.021942,   0.020303,   0.018336,   0.014769,   0.013034,   0.011588,   0.009872,   0.008773,   0.007038,   0.006363,   0.005495,   0.005572,   0.004454,   0.004165,   0.004685,   0.003837,   0.004242,   0.004107,   0.003837,   0.003528,   0.003895,   0.003972,   0.004801,   0.004107,   0.004782,   0.004724,   0.005418,   0.005630,   0.005514,   0.005167,   0.006421,   0.006228,   0.006960,   0.007057,   0.007327,   0.007789,   0.008310,   0.008464,   0.008484,   0.008966,   0.009274,   0.009987,   0.011414,   0.011221,   0.011029,   0.011299,   0.011588,   0.012320,   0.013015,   0.012764,   0.012764,   0.012378,   0.012841,   0.012108,   0.011896,   0.012880,   0.012012,   0.010624,   0.010508,   0.010238,   0.010701,   0.009062,   0.008619,   0.007365,   0.007789,   0.007230,   0.006864,   0.005726,   0.005611,   0.006054,   0.005187,   0.005090,   0.005052,   0.004396,   0.003953,   0.004010,   0.003856,   0.004068,   0.004473,   0.003663,   0.004184,   0.003393,   0.004338,   0.004126,   0.004088,   0.004126,   0.003798,   0.003528,   0.003818,   0.003393,   0.003818,   0.003471,   0.003663,   0.003914,   0.003644,   0.003779,   0.003374,   0.003528,   0.003393,   0.003451,   0.003008,   0.003316,   0.003201,   0.003008,   0.002545,   0.003046,   0.002738,   0.002526,   0.002796,   0.001986,   0.002102,   0.002044,   0.001639,   0.001273,   0.001234,   0.000925,   0.000771,   0.000617,   0.000347,   0.000039
