ID,T,tau,time,N_total,N_bulk,N_surface,Volume,R_min,R_max,R_diff,R_avg,R_std,R_skew,R_kurt,S_100,S_111,S_110,S_311,Curve_1-10,Curve_11-20,Curve_21-30,Curve_31-40,Curve_41-50,Curve_51-60,Curve_61-70,Curve_71-80,Curve_81-90,Curve_91-100,Curve_101-110,Curve_111-120,Curve_121-130,Curve_131-140,Curve_141-150,Curve_151-160,Curve_161-170,Curve_171-180,Avg_total,Avg_bulk,Avg_surf,TCN_0,TCN_1,TCN_2,TCN_3,TCN_4,TCN_5,TCN_6,TCN_7,TCN_8,TCN_9,TCN_10,TCN_11,TCN_12,TCN_13,TCN_14,TCN_15,TCN_16,TCN_17,TCN_18,TCN_19,TCN_20,BCN_0,BCN_1,BCN_2,BCN_3,BCN_4,BCN_5,BCN_6,BCN_7,BCN_8,BCN_9,BCN_10,BCN_11,BCN_12,BCN_13,BCN_14,BCN_15,BCN_16,BCN_17,BCN_18,BCN_19,BCN_20,SCN_0,SCN_1,SCN_2,SCN_3,SCN_4,SCN_5,SCN_6,SCN_7,SCN_8,SCN_9,SCN_10,SCN_11,SCN_12,SCN_13,SCN_14,SCN_15,SCN_16,SCN_17,SCN_18,SCN_19,SCN_20,Avg_bonds,Std_bonds,Max_bonds,Min_bonds,N_bonds,FCC,HCP,ICOS,DECA,angle_avg,angle_std,q6q6_avg_total,q6q6_avg_bulk,q6q6_avg_surf,q6q6_T0,q6q6_T1,q6q6_T2,q6q6_T3,q6q6_T4,q6q6_T5,q6q6_T6,q6q6_T7,q6q6_T8,q6q6_T9,q6q6_T10,q6q6_T11,q6q6_T12,q6q6_T13,q6q6_T14,q6q6_T15,q6q6_T16,q6q6_T17,q6q6_T18,q6q6_T19,q6q6_T20,q6q6_T20+,q6q6_B0,q6q6_B1,q6q6_B2,q6q6_B3,q6q6_B4,q6q6_B5,q6q6_B6,q6q6_B7,q6q6_B8,q6q6_B9,q6q6_B10,q6q6_B11,q6q6_B12,q6q6_B13,q6q6_B14,q6q6_B15,q6q6_B16,q6q6_B17,q6q6_B18,q6q6_B19,q6q6_B20,q6q6_B20+,q6q6_S0,q6q6_S1,q6q6_S2,q6q6_S3,q6q6_S4,q6q6_S5,q6q6_S6,q6q6_S7,q6q6_S8,q6q6_S9,q6q6_S10,q6q6_S11,q6q6_S12,q6q6_S13,q6q6_S14,q6q6_S15,q6q6_S16,q6q6_S17,q6q6_S18,q6q6_S19,q6q6_S20,q6q6_S20+,Surf_defects_mol,Surf_micros_mol,Surf_facets_mol,Total_E,Formation_E
2275,723,0,10,529,277,252,7.78E-27,8.9468,14.2075,5.2607,11.3606,1.4692,0.4426,-1.012,24,67,10,28,130,24,80,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1739,12.083,8.0754,0,0,0,0,0,0,16,65,68,90,13,0,254,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,23,0,0,0,0,0,0,0,0,0,0,0,0,0,16,65,68,90,13,0,0,0,0,0,0,0,0,0,0,2.76061,0.17631,3.39701,2.27769,2691,174,39,0,0,95.3453,34.6681189,9.3837,11.8628,6.6587,4,2,4,8,16,28,40,54,44,54,11,21,230,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,21,230,13,0,0,0,0,0,0,0,0,4,2,4,8,16,28,40,54,43,52,1,0,0,0,0,0,0,0,0,0,0,0,0,157.327,332.136,-1779.9417,288.4483
2276,723,0,10,538,279,259,7.91E-27,8.9316,13.0368,4.1052,11.2281,0.7727,0.0294,-0.4554,1,81,47,19,100,17,82,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2119,12.0681,8.2124,0,0,0,0,0,2,30,68,30,91,18,23,253,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,251,22,1,0,0,0,0,0,0,0,0,0,0,0,2,30,68,30,91,18,18,2,0,0,0,0,0,0,0,0,2.76373,0.1765,3.3987,2.2897,2747,172,29,0,0,95.6876,34.71167536,9.6989,11.9319,7.2934,5,1,6,10,5,13,41,50,24,80,21,31,233,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,19,233,17,1,0,0,0,0,0,0,0,5,1,6,10,5,13,41,50,24,79,13,12,0,0,0,0,0,0,0,0,0,0,0,190.982,299.842,-1814.6717,288.9083
2277,723,0,10,538,281,257,7.91E-27,8.8579,12.9911,4.1333,11.2517,0.7457,-0.0363,-0.514,8,73,32,9,102,21,87,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2528,12.1388,8.1907,0,0,0,0,0,2,28,53,45,103,18,13,232,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,231,43,1,0,0,0,0,0,0,0,0,0,0,0,2,28,53,45,103,18,7,1,0,0,0,0,0,0,0,0,2.77147,0.18861,3.39948,2.27588,2758,157,13,0,0,95.4256,34.66249651,9.3011,11.8007,6.5681,5,8,10,12,19,22,30,39,42,71,17,30,204,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,10,30,203,28,1,0,0,0,0,0,0,0,5,8,10,12,19,21,29,38,42,65,7,0,1,0,0,0,0,0,0,0,0,0,0,158.515,330.399,-1809.4925,294.0875
2278,723,0,10,539,275,264,7.92E-27,9.1066,13.0763,3.9697,11.1922,0.8241,-0.2576,-0.6685,8,33,58,12,56,23,96,79,9,1,0,0,0,0,0,0,0,0,0,0,0,0,10.1596,12.0764,8.1629,0,0,0,0,0,3,40,66,42,61,20,39,240,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,239,27,1,0,0,0,0,0,0,0,0,0,0,0,3,40,66,42,61,20,31,1,0,0,0,0,0,0,0,0,2.76031,0.18277,3.39896,2.22834,2738,184,15,0,0,95.5844,34.61606385,9.5065,11.8655,7.0492,4,5,5,7,8,19,54,52,39,41,28,31,227,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,8,15,227,19,0,0,0,0,0,0,0,0,4,5,5,7,8,19,53,51,37,39,20,16,0,0,0,0,0,0,0,0,0,0,0,207.784,293.567,-1807.426,300.064
2279,723,0,10,549,298,251,8.07E-27,10.3849,12.4425,2.0576,11.349,0.4422,0.2638,-0.661,0,115,67,0,119,60,45,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3534,12.0336,8.3586,0,0,0,0,0,0,3,58,62,113,4,13,284,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,284,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,62,113,4,11,0,0,0,0,0,0,0,0,0,2.76697,0.17136,3.39952,2.29749,2842,62,140,1,33,95.6023,34.31949497,7.4026,8.2852,6.3546,3,18,25,31,65,11,23,36,158,68,4,6,97,4,0,0,0,0,0,0,0,0,1,11,14,8,29,5,4,11,93,12,3,6,97,4,0,0,0,0,0,0,0,0,2,7,11,23,36,6,19,25,65,56,1,0,0,0,0,0,0,0,0,0,0,0,0,114.165,355.595,-1858.2224,288.3676
2280,723,0,10,550,278,272,8.08E-27,9.3938,13.7719,4.3781,11.3416,1.0116,0.6438,-0.2313,0,141,82,1,139,33,45,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2218,12.0827,8.3199,0,0,0,0,0,0,18,59,36,136,23,0,255,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,23,0,0,0,0,0,0,0,0,0,0,0,0,0,18,59,36,136,23,0,0,0,0,0,0,0,0,0,0,2.75902,0.16742,3.39241,2.28895,2811,123,66,0,4,95.5428,34.65525888,9.5382,11.241,7.7978,1,2,4,6,9,11,33,45,60,129,15,11,210,14,0,0,0,0,0,0,0,0,0,1,3,3,1,0,1,1,29,3,1,11,210,14,0,0,0,0,0,0,0,0,1,1,1,3,8,11,32,44,31,126,14,0,0,0,0,0,0,0,0,0,0,0,0,143.848,364.29,-1857.3525,293.1475
2281,723,0,10,559,281,278,8.22E-27,8.398,15.2955,6.8975,11.7011,1.9206,0.1972,-1.2989,0,138,34,13,144,45,61,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2326,12.1459,8.2986,0,0,0,0,0,1,19,43,61,141,13,3,235,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,235,42,1,0,0,0,0,0,0,0,0,0,0,0,1,19,43,61,141,13,0,0,0,0,0,0,0,0,0,0,2.76404,0.1754,3.39284,2.28196,2860,116,59,0,5,95.4369,34.64156201,9.2021,11.2669,7.1151,4,4,7,19,15,15,22,53,68,105,13,20,190,24,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,3,18,10,6,20,190,24,0,0,0,0,0,0,0,0,4,4,6,15,14,12,21,50,50,95,7,0,0,0,0,0,0,0,0,0,0,0,0,115.799,395.186,-1885.6157,300.0743
2282,723,0,10,561,309,252,8.25E-27,10.5233,13.3119,2.7886,11.4691,0.5849,0.9518,0.7993,0,114,58,0,116,101,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4135,12.0712,8.381,0,0,0,0,0,0,12,5,113,119,3,0,287,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,22,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,113,119,3,0,0,0,0,0,0,0,0,0,0,2.76779,0.17699,3.39795,2.27081,2921,47,117,0,33,95.5581,34.34538141,7.2585,8.0324,6.3095,12,11,28,27,70,23,22,38,145,73,9,16,83,4,0,0,0,0,0,0,0,0,0,9,24,10,28,8,7,13,85,14,8,16,83,4,0,0,0,0,0,0,0,0,12,2,4,17,42,15,15,25,60,59,1,0,0,0,0,0,0,0,0,0,0,0,0,31.136,430.408,-1901.1358,292.3742
2283,723,0,10,561,309,252,8.25E-27,10.5281,13.4138,2.8857,11.4694,0.5839,1.0897,1.092,0,124,61,0,121,93,26,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4349,12.0647,8.4365,0,0,0,0,0,0,12,2,108,124,6,2,285,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,285,22,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,108,124,6,0,0,0,0,0,0,0,0,0,0,2.76924,0.17797,3.39876,2.28712,2927,58,122,1,33,95.5686,34.33537963,7.18,8.0227,6.1468,12,19,23,29,59,30,20,55,145,60,5,17,83,4,0,0,0,0,0,0,0,0,0,14,18,7,28,14,4,19,80,16,5,17,83,4,0,0,0,0,0,0,0,0,12,5,5,22,31,16,16,36,65,44,0,0,0,0,0,0,0,0,0,0,0,0,0,25.641,435.902,-1899.2716,294.2384
2284,723,0,10,568,301,267,8.35E-27,9.724,13.31,3.586,11.4652,0.7849,0.0443,-0.8515,6,111,29,10,131,21,72,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.25,12.0432,8.2285,0,0,0,0,0,0,26,61,39,121,10,8,290,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,287,12,1,0,0,0,0,0,0,0,0,0,0,0,0,26,61,39,121,10,7,3,0,0,0,0,0,0,0,0,2.76156,0.1743,3.39005,2.31505,2911,205,29,0,0,95.6939,34.75894134,9.7218,11.8738,7.2959,2,1,8,7,13,13,38,45,37,96,10,20,270,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,16,268,8,0,0,0,0,0,0,0,0,2,1,8,7,12,13,38,44,36,95,5,4,2,0,0,0,0,0,0,0,0,0,0,157.379,320.184,-1916.6956,304.1844
2285,723,0,10,569,286,283,8.36E-27,8.8406,16.4349,7.5943,11.8063,2.0249,0.3548,-1.0094,0,149,26,14,148,57,57,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1968,12.0734,8.3004,0,0,0,0,0,7,7,46,67,146,10,1,264,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264,20,1,0,0,0,0,0,0,0,0,0,0,0,7,7,46,67,146,10,0,0,0,0,0,0,0,0,0,0,2.76215,0.16985,3.39996,2.32668,2901,130,78,0,4,95.4959,34.68281971,9.3181,11.2832,7.3322,5,8,3,9,19,14,19,46,69,125,12,14,211,14,1,0,0,0,0,0,0,0,0,1,2,2,1,1,2,2,22,7,6,14,211,14,1,0,0,0,0,0,0,0,5,7,1,7,18,13,17,44,47,118,6,0,0,0,0,0,0,0,0,0,0,0,0,108.346,402.687,-1920.2371,304.5529
2286,723,0,10,579,296,283,8.51E-27,9.2085,13.9202,4.7117,11.5095,1.042,-0.1305,-0.4548,2,72,53,14,89,25,102,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2522,12.1385,8.2792,0,0,0,0,0,0,38,66,41,78,38,30,240,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,239,46,2,0,0,0,0,0,0,0,0,0,0,0,0,38,66,41,78,38,21,1,0,0,0,0,0,0,0,0,2.76508,0.18368,3.39938,2.13276,2968,187,14,0,0,95.5218,34.69545683,9.6373,12.0034,7.1625,6,3,10,6,8,21,42,49,31,77,26,32,232,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,22,231,34,2,0,0,0,0,0,0,0,6,3,10,6,8,21,42,49,31,76,20,10,1,0,0,0,0,0,0,0,0,0,0,184.557,315.876,-1946.9728,316.9172
2287,723,0,10,585,318,267,8.60E-27,9.7703,13.7067,3.9364,11.6506,0.9017,0.0593,-1.0013,23,107,26,15,132,55,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3214,12.0881,8.2172,0,0,0,0,0,0,17,50,78,102,20,0,290,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,28,0,0,0,0,0,0,0,0,0,0,0,0,0,17,50,78,102,20,0,0,0,0,0,0,0,0,0,0,2.76421,0.17371,3.39995,2.29621,3019,150,78,0,7,95.5905,34.62442505,9.4906,11.283,7.3558,2,2,7,4,15,12,33,57,91,83,8,16,239,16,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,3,29,5,2,16,239,16,0,0,0,0,0,0,0,0,2,1,2,3,14,12,33,54,62,78,6,0,0,0,0,0,0,0,0,0,0,0,0,117.678,351.276,-1981.5962,305.7538
2288,723,0,10,586,312,274,8.61E-27,9.5006,13.7277,4.2271,11.5696,0.8187,0.0387,-0.6774,11,105,33,18,127,22,81,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.2662,12.0705,8.2117,0,0,0,0,0,2,24,64,42,119,13,16,277,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,276,29,0,0,0,0,0,0,0,0,0,0,0,0,2,24,64,42,119,13,9,1,0,0,0,0,0,0,0,0,2.75408,0.16875,3.3977,2.26096,3008,231,19,0,0,95.7623,34.79118565,9.8635,11.9712,7.4635,3,3,6,5,7,9,35,54,39,102,9,21,271,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,13,270,22,0,0,0,0,0,0,0,0,3,3,6,5,7,9,35,54,38,100,5,8,1,0,0,0,0,0,0,0,0,0,0,157.805,320.87,-1988.2144,303.0456
2289,723,0,10,592,316,276,8.70E-27,9.7112,13.8753,4.1642,11.6519,0.8261,0.0155,-0.7174,14,132,28,15,155,10,58,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2534,12.0475,8.1993,0,0,0,0,0,1,29,57,34,139,14,6,294,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,294,17,1,0,0,0,0,0,0,0,0,0,0,0,1,29,57,34,139,14,2,0,0,0,0,0,0,0,0,0,2.75878,0.17033,3.38677,2.3021,3035,249,0,0,0,95.7128,34.9577247,10.0507,11.9905,7.8297,2,1,4,3,1,5,33,53,32,135,11,8,288,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,288,15,1,0,0,0,0,0,0,0,2,1,4,3,1,5,33,53,32,132,9,1,0,0,0,0,0,0,0,0,0,0,0,150.998,328.031,-2001.0459,313.6741
2290,723,0,10,598,285,313,8.79E-27,7.5146,19.0794,11.5648,12.2045,2.7126,0.5342,-0.4055,0,176,23,37,177,14,103,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1237,12.1193,8.3067,0,0,0,0,0,2,12,74,40,170,15,2,247,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,247,36,0,0,0,0,0,0,0,0,0,0,0,0,2,12,74,40,170,15,0,0,0,0,0,0,0,0,0,0,2.76207,0.17743,3.39949,2.25126,3027,207,1,0,0,95.3169,34.90438761,9.4582,11.8421,7.2875,14,10,7,7,5,8,24,63,20,154,15,9,235,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,6,2,9,235,27,0,0,0,0,0,0,0,0,13,9,7,7,5,8,24,61,18,148,13,0,0,0,0,0,0,0,0,0,0,0,0,151.202,386.595,-2001.9442,336.2358
2291,723,0,10,603,316,287,8.86E-27,9.0356,13.585,4.5494,11.6634,0.8794,-0.4066,0.0151,5,64,52,11,79,18,106,76,7,1,0,0,0,0,0,0,0,0,0,0,0,0,10.2355,12.057,8.23,0,0,0,0,0,3,41,66,46,74,26,36,285,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,281,25,1,0,0,0,0,0,0,0,0,0,0,0,3,41,66,46,74,26,27,4,0,0,0,0,0,0,0,0,2.75985,0.17754,3.39516,2.30804,3086,207,17,0,0,95.6223,34.72681446,9.4196,11.7373,6.8676,8,6,5,11,18,26,45,44,39,68,19,46,254,13,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,5,5,31,253,13,1,0,0,0,0,0,0,0,8,6,5,11,17,24,45,44,34,63,14,15,1,0,0,0,0,0,0,0,0,0,0,187.435,294.784,-2036.1442,321.5858
2292,723,0,10,606,324,282,8.91E-27,9.3984,13.6748,4.2764,11.7075,0.7498,-0.62,0.5434,10,118,54,18,129,56,69,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3366,12.1142,8.2943,0,0,0,0,0,0,13,71,47,122,29,0,287,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,37,0,0,0,0,0,0,0,0,0,0,0,0,0,13,71,47,122,29,0,0,0,0,0,0,0,0,0,0,2.76031,0.17585,3.39502,2.25205,3132,132,79,0,9,95.4725,34.6247981,9.4323,11.2593,7.3333,3,3,8,8,18,18,29,39,101,88,18,17,231,25,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,1,34,5,2,17,231,25,0,0,0,0,0,0,0,0,3,2,3,5,18,18,29,38,67,83,16,0,0,0,0,0,0,0,0,0,0,0,0,142.423,335.713,-2056.8488,312.6112
2293,723,0,10,609,319,290,8.95E-27,8.6775,15.7422,7.0647,11.792,1.1564,0.4363,0.7921,0,87,57,10,111,29,79,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10.266,12.0784,8.2724,0,0,0,0,0,1,29,70,40,105,30,24,276,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,276,34,0,0,0,0,0,0,0,0,0,0,0,0,1,29,70,40,105,30,15,0,0,0,0,0,0,0,0,0,2.7636,0.17782,3.39992,2.28369,3126,121,95,0,0,95.4651,34.56747,9.4548,11.8527,6.8172,8,2,7,14,20,26,28,58,33,84,23,33,246,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8,29,246,27,0,0,0,0,0,0,0,0,8,2,7,14,20,26,28,58,31,77,15,4,0,0,0,0,0,0,0,0,0,0,0,168.717,320.561,-2057.0839,324.1061
2294,723,0,10,611,327,284,8.98E-27,9.4216,13.7155,4.2938,11.7688,0.7976,-0.4182,0.1875,5,53,41,15,76,32,106,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2586,12.0734,8.169,0,0,0,0,0,2,37,73,45,78,25,35,281,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,280,34,1,0,0,0,0,0,0,0,0,0,0,0,2,37,73,45,78,25,23,1,0,0,0,0,0,0,0,0,2.76752,0.18296,3.39774,2.28843,3134,190,25,0,0,95.5442,34.62247314,9.4435,11.8257,6.7007,2,10,9,9,19,23,49,52,38,55,30,34,260,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,15,25,260,21,0,0,0,0,0,0,0,0,2,10,9,9,19,23,49,51,35,53,15,9,0,0,0,0,0,0,0,0,0,0,0,188.344,287.561,-2058.3553,330.6547
2295,723,0,10,613,332,281,9.01E-27,10.5806,13.7876,3.207,11.8526,0.8238,0.6666,-0.7205,0,103,50,1,112,78,54,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.447,12.1536,8.4306,0,0,0,0,0,0,24,26,79,115,32,8,277,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,276,49,3,0,0,0,0,0,0,0,0,0,0,0,0,24,26,79,115,32,4,1,0,0,0,0,0,0,0,0,2.77507,0.18518,3.39287,2.22312,3202,53,101,1,27,95.4697,34.27007269,6.6982,7.7108,5.5018,13,23,36,45,66,40,48,64,106,59,21,18,73,1,0,0,0,0,0,0,0,0,1,16,15,12,30,22,13,23,68,22,18,18,73,1,0,0,0,0,0,0,0,0,12,7,21,33,36,18,35,41,38,37,3,0,0,0,0,0,0,0,0,0,0,0,0,83.808,385.516,-2078.918,317.912
2296,723,0,10,616,328,288,9.05E-27,9.8002,14.3952,4.595,11.8088,0.8867,0.1446,-0.3315,9,90,28,19,112,25,98,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2468,12.0823,8.1562,0,0,0,0,0,3,34,68,47,98,23,18,294,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,293,31,0,0,0,0,0,0,0,0,0,0,0,0,3,34,68,47,98,23,14,1,0,0,0,0,0,0,0,0,2.76376,0.17642,3.39476,2.24784,3156,197,38,0,0,95.6969,34.63301359,9.6753,11.8963,7.1458,7,2,5,9,19,17,38,48,30,96,20,31,271,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,26,271,23,0,0,0,0,0,0,0,0,7,2,5,8,19,17,38,47,29,93,18,5,0,0,0,0,0,0,0,0,0,0,0,175.139,303.575,-2082.5753,325.9847
2297,723,0,10,617,321,296,9.07E-27,9.3841,13.9933,4.6092,11.7879,0.9619,-0.2193,-0.2213,4,75,66,21,90,20,99,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2204,12.0436,8.2432,0,0,0,0,0,2,36,73,46,83,30,34,290,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,288,22,1,0,0,0,0,0,0,0,0,0,0,0,2,36,73,46,83,30,24,2,0,0,0,0,0,0,0,0,2.76523,0.17783,3.39651,2.23455,3153,202,26,0,0,95.6658,34.68801681,9.423,11.7882,6.8581,4,6,8,17,23,18,40,50,32,76,33,36,259,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,13,27,259,15,0,0,0,0,0,0,0,0,4,6,8,16,23,18,40,49,31,72,20,9,0,0,0,0,0,0,0,0,0,0,0,184.847,304.748,-2081.352,331.118
2298,723,0,10,623,337,286,9.16E-27,9.8676,13.7219,3.8544,11.838,0.6556,-0.1519,-0.2285,7,57,33,28,70,19,129,65,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10.2504,12.0564,8.1224,0,0,0,0,1,2,44,74,36,69,43,26,299,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,298,29,0,0,0,0,0,0,0,0,0,0,0,1,2,44,74,36,69,43,16,1,0,0,0,0,0,0,0,0,2.76293,0.17546,3.39913,2.28851,3193,252,0,0,0,95.8473,34.8376518,9.9518,12,7.5385,6,2,1,4,2,16,50,65,28,63,39,29,293,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,16,293,25,0,0,0,0,0,0,0,0,6,2,1,4,2,16,50,64,28,63,37,13,0,0,0,0,0,0,0,0,0,0,0,199.559,270.477,-2104.4541,331.4759
2299,723,0,10,641,351,290,9.42E-27,9.8315,14.0427,4.2112,12.0462,0.9477,-0.0126,-0.6014,1,104,45,5,138,61,64,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6084,12.3789,8.4655,0,0,0,0,0,1,17,37,81,108,40,23,194,127,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,192,127,13,0,0,0,0,0,0,0,0,0,0,0,1,17,37,81,108,39,5,2,0,0,0,0,0,0,0,0,2.78655,0.21347,3.39994,2.26476,3400,76,18,0,0,95.2509,34.54593969,8.337,10.6239,5.569,18,16,21,27,24,47,41,47,52,70,44,49,133,50,2,0,0,0,0,0,0,0,2,0,1,4,0,12,12,10,15,28,34,49,132,50,2,0,0,0,0,0,0,0,16,16,20,23,24,35,29,37,37,42,10,0,1,0,0,0,0,0,0,0,0,0,0,88.162,373.485,-2164.2675,342.0425
2300,723,0,10,645,348,297,9.48E-27,10.0209,14.4013,4.3804,12.1005,1.227,0.0954,-1.2626,5,146,50,10,156,54,55,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3473,12.0661,8.3333,0,0,0,0,0,0,16,56,59,145,21,2,321,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,321,25,0,0,0,0,0,0,0,0,0,0,0,0,0,16,56,59,145,21,0,0,0,0,0,0,0,0,0,0,2.76359,0.16657,3.39609,2.26456,3337,181,81,0,7,95.6722,34.71160249,9.5101,11.342,7.3636,4,5,9,3,15,15,44,45,74,117,13,16,268,17,0,0,0,0,0,0,0,0,0,2,4,0,3,0,1,3,26,3,5,16,268,17,0,0,0,0,0,0,0,0,4,3,5,3,12,15,43,42,48,114,8,0,0,0,0,0,0,0,0,0,0,0,0,114.696,358.425,-2196.4616,325.4884
2301,723,0,10,646,339,307,9.49E-27,9.3138,14.3338,5.0201,11.9886,1.0022,-0.0491,-0.1023,0,152,78,6,157,44,51,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3251,12.0737,8.3941,0,0,0,0,0,0,17,62,47,148,31,2,313,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312,26,0,0,0,0,0,0,0,0,0,0,0,0,0,17,62,47,148,31,1,1,0,0,0,0,0,0,0,0,2.7605,0.17097,3.39614,2.30486,3335,165,83,0,8,95.7171,34.5910981,9.582,11.2891,7.6971,3,3,5,6,14,10,32,56,74,134,20,16,254,19,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,36,3,2,16,254,19,0,0,0,0,0,0,0,0,3,2,1,2,14,10,32,56,38,131,18,0,0,0,0,0,0,0,0,0,0,0,0,125.652,361.051,-2195.1791,330.6809
2302,723,0,10,653,360,293,9.60E-27,9.7099,14.4558,4.7458,12.1022,0.8982,-0.1783,-0.4013,24,82,34,15,130,44,79,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3859,12.15,8.2184,0,0,0,0,0,0,23,55,91,94,20,16,295,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,294,57,2,0,0,0,0,0,0,0,0,0,0,0,0,23,55,91,94,20,9,1,0,0,0,0,0,0,0,0,2.76692,0.18319,3.3999,2.23239,3391,149,59,0,3,95.623,34.53647161,9.0475,11.2056,6.3959,11,8,7,16,19,29,43,79,53,67,28,42,226,25,0,0,0,0,0,0,0,0,0,0,2,0,2,3,3,9,19,12,20,39,226,25,0,0,0,0,0,0,0,0,11,8,5,16,17,26,40,70,34,55,8,3,0,0,0,0,0,0,0,0,0,0,0,122.732,336.725,-2213.658,339.572
