ID,T,tau,time,N_total,N_bulk,N_surface,Volume,R_min,R_max,R_diff,R_avg,R_std,R_skew,R_kurt,S_100,S_111,S_110,S_311,Curve_1-10,Curve_11-20,Curve_21-30,Curve_31-40,Curve_41-50,Curve_51-60,Curve_61-70,Curve_71-80,Curve_81-90,Curve_91-100,Curve_101-110,Curve_111-120,Curve_121-130,Curve_131-140,Curve_141-150,Curve_151-160,Curve_161-170,Curve_171-180,Avg_total,Avg_bulk,Avg_surf,TCN_0,TCN_1,TCN_2,TCN_3,TCN_4,TCN_5,TCN_6,TCN_7,TCN_8,TCN_9,TCN_10,TCN_11,TCN_12,TCN_13,TCN_14,TCN_15,TCN_16,TCN_17,TCN_18,TCN_19,TCN_20,BCN_0,BCN_1,BCN_2,BCN_3,BCN_4,BCN_5,BCN_6,BCN_7,BCN_8,BCN_9,BCN_10,BCN_11,BCN_12,BCN_13,BCN_14,BCN_15,BCN_16,BCN_17,BCN_18,BCN_19,BCN_20,SCN_0,SCN_1,SCN_2,SCN_3,SCN_4,SCN_5,SCN_6,SCN_7,SCN_8,SCN_9,SCN_10,SCN_11,SCN_12,SCN_13,SCN_14,SCN_15,SCN_16,SCN_17,SCN_18,SCN_19,SCN_20,Avg_bonds,Std_bonds,Max_bonds,Min_bonds,N_bonds,FCC,HCP,ICOS,DECA,angle_avg,angle_std,q6q6_avg_total,q6q6_avg_bulk,q6q6_avg_surf,q6q6_T0,q6q6_T1,q6q6_T2,q6q6_T3,q6q6_T4,q6q6_T5,q6q6_T6,q6q6_T7,q6q6_T8,q6q6_T9,q6q6_T10,q6q6_T11,q6q6_T12,q6q6_T13,q6q6_T14,q6q6_T15,q6q6_T16,q6q6_T17,q6q6_T18,q6q6_T19,q6q6_T20,q6q6_T20+,q6q6_B0,q6q6_B1,q6q6_B2,q6q6_B3,q6q6_B4,q6q6_B5,q6q6_B6,q6q6_B7,q6q6_B8,q6q6_B9,q6q6_B10,q6q6_B11,q6q6_B12,q6q6_B13,q6q6_B14,q6q6_B15,q6q6_B16,q6q6_B17,q6q6_B18,q6q6_B19,q6q6_B20,q6q6_B20+,q6q6_S0,q6q6_S1,q6q6_S2,q6q6_S3,q6q6_S4,q6q6_S5,q6q6_S6,q6q6_S7,q6q6_S8,q6q6_S9,q6q6_S10,q6q6_S11,q6q6_S12,q6q6_S13,q6q6_S14,q6q6_S15,q6q6_S16,q6q6_S17,q6q6_S18,q6q6_S19,q6q6_S20,q6q6_S20+,Surf_defects_mol,Surf_micros_mol,Surf_facets_mol,Total_E,Formation_E
1171,473,0.0002,1,467,226,241,6.86E-27,7.7078,12.874,5.1662,10.6671,1.0018,-0.1654,-0.1099,0,20,34,2,32,75,79,44,9,2,0,0,0,0,0,0,0,0,0,0,0,0,10.3769,12.4779,8.4066,0,0,0,0,1,5,22,35,59,68,31,33,107,85,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,102,85,21,0,0,0,0,0,0,0,0,0,0,1,5,22,35,59,68,30,16,5,0,0,0,0,0,0,0,0,2.78637,0.21756,3.39926,2.33333,2423,1,6,0,7,94.6759,34.10164599,1.5332,1.9027,1.1867,201,114,53,35,17,8,16,12,4,4,0,2,0,1,0,0,0,0,0,0,0,0,76,60,32,19,10,3,10,8,2,3,0,2,0,1,0,0,0,0,0,0,0,0,125,54,21,16,7,5,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138.611,380.631,-1600.1312,225.8388
1172,473,0.0002,2,473,236,237,6.95E-27,8.2631,12.9518,4.6887,10.7458,0.9115,-0.0127,0.0213,0,31,35,4,51,80,73,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10.3552,12.3305,8.3882,0,0,0,0,0,3,20,38,59,70,34,40,118,75,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,118,75,16,0,0,0,0,0,0,0,0,0,0,0,3,20,38,59,70,32,15,0,0,0,0,0,0,0,0,0,2.78261,0.20728,3.39521,2.33143,2449,2,12,0,5,94.8716,33.97511903,2.2199,2.7034,1.7384,156,96,57,36,43,29,24,9,10,7,4,0,1,1,0,0,0,0,0,0,0,0,59,51,31,19,20,14,16,7,9,4,4,0,1,1,0,0,0,0,0,0,0,0,97,45,26,17,23,15,8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,132.508,382.32,-1626.6927,222.7373
1181,473,0.000225,1,476,224,252,7.00E-27,6.4443,15.4488,9.0045,10.9882,1.9672,0.141,-0.6149,0,12,36,2,33,92,88,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2689,12.3393,8.4286,0,0,0,0,0,1,23,45,55,77,37,45,96,78,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,92,78,19,0,0,0,0,0,0,0,0,0,0,0,1,23,45,55,77,32,15,4,0,0,0,0,0,0,0,0,2.788,0.22618,3.39693,2.24115,2444,1,0,0,0,94.5539,33.9371816,1.0966,1.1205,1.0754,232,115,51,40,20,8,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,101,63,24,20,9,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,131,52,27,20,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.942,386.386,-1615.9475,245.2125
1182,473,0.000225,2,481,230,251,7.07E-27,6.5406,15.8548,9.3142,10.9914,1.8667,0.0911,-0.4606,0,23,31,3,34,96,81,34,3,1,2,0,0,0,0,0,0,0,0,0,0,0,10.3493,12.4,8.4701,0,0,0,1,1,2,17,29,79,70,36,42,103,78,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,99,77,23,0,0,0,0,0,0,0,0,0,1,1,2,17,29,79,70,36,11,4,1,0,0,0,0,0,0,0,2.78493,0.2177,3.39974,2.2916,2489,1,3,1,1,94.5731,34.04233624,1.3638,1.3435,1.3825,201,126,54,43,29,11,7,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,97,59,28,18,15,7,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,104,67,26,25,14,4,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2.136,104.671,418.684,-1643.9502,236.7598
1183,473,0.000225,3,861,470,391,1.27E-26,8.4852,18.824,10.3387,13.5069,2.046,0.0913,-0.4415,1,69,68,6,85,74,134,87,6,5,0,0,0,0,0,0,0,0,0,0,0,0,10.5389,12.2745,8.4527,0,0,0,0,3,7,39,53,83,113,58,57,301,136,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,297,136,11,0,0,0,0,0,0,0,0,0,0,3,7,39,53,83,113,55,34,4,0,0,0,0,0,0,0,0,2.77473,0.18903,3.39923,2.30426,4537,94,89,0,13,95.4188,34.41918079,7.3589,9.0404,5.3376,37,33,46,44,57,58,62,82,86,84,51,39,138,40,4,0,0,0,0,0,0,0,7,14,14,15,16,13,29,31,42,31,41,35,138,40,4,0,0,0,0,0,0,0,30,19,32,29,41,45,33,51,44,53,10,4,0,0,0,0,0,0,0,0,0,0,0,121.723,340.108,-3013.5263,352.9837
1184,473,0.000225,4,995,567,428,1.46E-26,9.0781,19.9539,10.8758,14.1476,1.9281,-0.1863,-0.3402,11,87,63,16,130,50,141,97,6,4,0,0,0,0,0,0,0,0,0,0,0,0,10.591,12.2769,8.3575,0,0,1,0,3,5,39,87,81,119,55,45,412,124,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,404,124,24,0,0,0,0,0,0,0,0,1,0,3,5,39,87,81,119,55,30,8,0,0,0,0,0,0,0,0,2.7658,0.17723,3.39904,2.3451,5269,216,101,0,2,95.7763,34.63814456,9.1618,11.1623,6.5117,14,20,14,14,33,47,71,77,82,117,47,75,317,52,15,0,0,0,0,0,0,0,0,1,5,1,2,6,6,19,24,30,22,68,316,52,15,0,0,0,0,0,0,0,14,19,9,13,31,41,65,58,58,87,25,7,1,0,0,0,0,0,0,0,0,0,1.033,138.375,294.304,-3510.48,379.97
1191,473,0.00025,1,416,196,220,6.11E-27,7.7743,13.0376,5.2633,10.2517,1.0554,0.1815,-0.2416,0,24,33,1,29,92,64,31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10.226,12.3163,8.3636,0,0,0,0,0,3,21,31,66,52,33,34,106,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,106,55,14,0,0,0,0,0,0,0,0,0,0,0,3,21,31,66,52,33,13,0,1,0,0,0,0,0,0,0,2.77911,0.21701,3.39813,2.26906,2127,0,3,0,2,94.505,34.08790071,1.1779,1.2194,1.1409,197,99,55,23,19,9,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,58,27,12,11,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,41,28,11,8,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.845,405.066,-1417.2728,209.2872
1192,473,0.00025,2,421,200,221,6.19E-27,7.5392,13.6714,6.1322,10.3105,1.1551,0.1841,0.0173,0,16,34,0,27,95,64,31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10.2993,12.335,8.457,0,0,0,0,0,2,19,36,52,64,33,38,93,73,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,89,73,10,1,0,0,0,0,0,0,0,0,0,0,2,19,36,52,64,31,13,4,0,0,0,0,0,0,0,0,2.78213,0.20711,3.39911,2.32015,2168,1,3,0,3,94.6378,34.06039358,1.3539,1.325,1.3801,185,102,55,27,22,10,10,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,82,54,29,14,11,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,103,48,26,13,11,7,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.113,390.493,-1441.4378,204.6722
1193,473,0.00025,3,684,365,319,1.01E-26,8.2425,15.6009,7.3584,12.3267,1.3859,-0.0785,-0.3714,1,44,64,9,66,58,136,53,5,1,0,0,0,0,0,0,0,0,0,0,0,0,10.4561,12.2822,8.3668,0,0,0,0,0,8,31,61,62,77,55,30,262,87,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,260,87,10,1,0,0,0,0,0,0,0,0,0,0,8,31,61,62,77,55,23,2,0,0,0,0,0,0,0,0,2.77156,0.18541,3.39958,2.25608,3576,97,87,0,9,95.394,34.4423368,8.0322,10.1452,5.6144,22,17,30,22,52,34,39,63,65,66,50,40,149,34,1,0,0,0,0,0,0,0,2,4,10,2,5,7,7,12,38,29,31,35,148,34,1,0,0,0,0,0,0,0,20,13,20,20,47,27,32,51,27,37,19,5,1,0,0,0,0,0,0,0,0,0,0,150.217,325.971,-2386.0103,288.4297
1194,473,0.00025,4,993,562,431,1.46E-26,9.7289,20.2987,10.5698,14.259,2.076,0.3728,-0.1315,6,75,56,12,117,71,144,84,11,3,1,0,0,0,0,0,0,0,0,0,0,0,10.5942,12.3114,8.355,0,0,1,1,5,5,41,71,88,123,67,52,354,164,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,350,163,21,0,0,0,0,0,0,0,0,1,1,5,5,41,71,88,123,65,26,4,1,0,0,0,0,0,0,0,2.77423,0.18651,3.39982,2.04346,5260,175,80,0,3,95.589,34.61498922,8.8439,11.1477,5.8399,27,29,31,29,38,40,58,68,66,102,56,76,274,88,11,0,0,0,0,0,0,0,4,2,3,3,6,6,5,7,21,27,36,70,273,88,11,0,0,0,0,0,0,0,23,27,28,26,32,34,53,61,45,75,20,6,1,0,0,0,0,0,0,0,0,0,2.069,126.237,312.488,-3487.3509,395.2791
1201,523,0,10,236,97,139,3.47E-27,6.4269,9.4866,3.0597,8.1969,0.6429,-0.5602,0.2745,2,22,25,10,30,10,46,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5508,12.0206,7.8273,0,0,0,0,0,0,33,34,25,32,1,16,91,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,25,32,1,14,0,0,0,0,0,0,0,0,0,2.73223,0.15443,3.39133,2.36615,1127,64,18,0,0,94.9559,34.51569723,8.6949,11.7835,6.5396,0,6,2,5,11,13,33,24,13,25,5,16,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,10,82,1,0,0,0,0,0,0,0,0,0,6,2,5,11,13,33,24,12,23,4,6,0,0,0,0,0,0,0,0,0,0,0,291.701,313.47,-780.15528,142.60472
1202,523,0,10,238,101,137,3.50E-27,7.103,9.5861,2.4831,8.2839,0.5187,0.0846,-0.5832,7,36,28,12,42,28,43,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6723,12.0099,7.9489,0,0,0,0,0,0,21,29,38,34,15,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,38,34,15,0,0,0,0,0,0,0,0,0,0,2.74069,0.14793,3.35952,2.30493,1151,47,43,0,6,94.985,34.27435448,8.4202,10.4158,6.9489,2,1,5,5,13,10,21,25,45,31,11,3,65,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,23,1,2,3,65,1,0,0,0,0,0,0,0,0,2,0,2,3,13,10,21,25,22,30,9,0,0,0,0,0,0,0,0,0,0,0,0,215.858,375.593,-792.0283,138.5517
1203,523,0,10,242,99,143,3.56E-27,6.4301,9.6187,3.1885,8.2579,0.6516,-0.4367,0.1355,1,27,33,8,33,13,34,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5702,12.0101,7.8811,0,0,0,0,0,1,33,30,28,33,5,16,92,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,92,4,0,0,0,0,0,0,0,0,0,0,0,0,1,33,30,28,33,5,13,0,0,0,0,0,0,0,0,0,2.73158,0.15133,3.3984,2.29478,1158,66,15,0,0,95.145,34.42933887,8.6694,11.5657,6.6643,4,5,2,4,9,10,33,26,17,28,4,19,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,6,79,2,0,0,0,0,0,0,0,0,4,5,2,4,9,10,32,25,15,24,0,13,0,0,0,0,0,0,0,0,0,0,0,271.731,335.418,-802.99594,143.22406
1204,523,0,10,247,100,147,3.63E-27,6.5799,10.5853,4.0055,8.4963,1.1753,0.1338,-1.3503,0,60,42,7,60,28,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6842,12.06,8.068,0,0,0,0,0,0,16,29,37,59,6,0,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,37,59,6,0,0,0,0,0,0,0,0,0,0,2.74261,0.15038,3.38475,2.3338,1196,45,38,0,5,94.9159,34.49566969,8.8178,10.74,7.5102,2,2,2,1,11,6,20,19,47,58,4,1,69,5,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,19,1,0,1,69,5,0,0,0,0,0,0,0,0,2,0,0,0,11,6,20,19,28,57,4,0,0,0,0,0,0,0,0,0,0,0,0,187.193,424.305,-821.6036,144.1664
1205,523,0,10,250,106,144,3.67E-27,6.5915,9.5584,2.967,8.4171,0.6025,-0.4289,0.3464,4,31,15,17,51,6,52,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.592,12.0189,7.8056,0,0,0,0,0,2,27,38,23,46,1,7,103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,3,0,0,0,0,0,0,0,0,0,0,0,0,2,27,38,23,46,1,6,1,0,0,0,0,0,0,0,0,2.73766,0.1513,3.39686,2.35793,1199,69,20,0,0,95.0575,34.39580489,9,11.8962,6.8681,0,2,4,3,10,5,35,33,15,31,3,14,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,93,2,0,0,0,0,0,0,0,0,0,2,4,3,10,5,35,33,15,31,1,5,0,0,0,0,0,0,0,0,0,0,0,275.366,312.355,-832.21465,145.28535
1206,523,0,10,256,112,144,3.76E-27,7.2852,10.0596,2.7745,8.5495,0.6046,0.2839,-0.1862,1,44,44,0,49,50,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9453,12.1607,8.2222,0,0,0,0,0,0,12,8,68,48,9,9,73,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,73,29,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,68,48,8,0,0,0,0,0,0,0,0,0,0,2.7602,0.18261,3.39146,2.31786,1273,8,31,1,10,94.5131,34.19264582,4.9141,5.2232,4.6736,16,16,19,30,55,22,20,19,29,18,3,1,8,0,0,0,0,0,0,0,0,0,6,9,12,11,18,10,5,7,17,5,3,1,8,0,0,0,0,0,0,0,0,0,10,7,7,19,37,12,15,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,80.272,497.687,-851.05076,149.90924
1207,523,0,10,258,115,143,3.79E-27,7.483,9.9134,2.4304,8.5819,0.6282,0.1811,-0.7864,1,38,36,2,48,54,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.907,12.1391,8.1119,0,0,0,0,0,0,13,14,65,47,3,3,96,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,16,1,0,0,0,0,0,0,0,0,0,0,0,0,13,14,65,47,3,1,0,0,0,0,0,0,0,0,0,2.75378,0.17007,3.39566,2.31654,1278,10,45,1,18,94.7099,34.24861664,5.6357,6.2348,5.1538,11,9,14,22,65,22,11,14,39,30,7,3,11,0,0,0,0,0,0,0,0,0,2,4,11,11,21,6,6,3,18,12,7,3,11,0,0,0,0,0,0,0,0,0,9,5,3,11,44,16,5,11,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,107.527,461.969,-861.43992,147.34008
1208,523,0,10,260,116,144,3.82E-27,7.6522,9.8465,2.1944,8.6038,0.5425,0.4136,-0.6838,18,47,8,19,72,6,47,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7231,12.069,7.8333,0,0,0,0,0,0,19,39,33,53,0,0,108,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,33,53,0,0,0,0,0,0,0,0,0,0,0,2.74427,0.15742,3.39755,2.37034,1264,103,0,0,0,95.1489,34.86852347,9.6,12.0431,7.6319,1,0,0,0,0,5,21,38,29,50,1,0,108,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108,7,0,0,0,0,0,0,0,0,1,0,0,0,0,5,21,38,29,50,0,0,0,0,0,0,0,0,0,0,0,0,0,229.208,339.86,-866.69164,149.90836
1209,523,0,10,268,117,151,3.94E-27,6.9038,10.6101,3.7063,8.6591,0.6331,0.3099,0.2748,7,42,15,23,65,3,52,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6567,12.0256,7.8212,0,0,0,0,0,2,24,45,17,58,2,4,111,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,110,5,0,0,0,0,0,0,0,0,0,0,0,0,2,24,45,17,58,2,2,1,0,0,0,0,0,0,0,0,2.73458,0.14433,3.39977,2.33999,1294,82,21,0,0,95.1997,34.59717936,9.194,11.9316,7.0728,3,1,2,2,6,7,32,31,20,46,1,7,106,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,106,4,0,0,0,0,0,0,0,0,3,1,2,2,6,7,31,31,20,46,1,1,0,0,0,0,0,0,0,0,0,0,0,272.207,302.878,-893.74572,154.13428
1210,523,0,10,273,121,152,4.01E-27,7.0802,10.3617,3.2815,8.7258,0.6558,0.0163,-0.4038,0,44,36,1,50,49,34,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0073,12.281,8.1974,0,0,0,0,0,1,14,16,57,55,6,6,84,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,30,4,0,0,0,0,0,0,0,0,0,0,0,1,14,16,57,55,6,2,1,0,0,0,0,0,0,0,0,2.75378,0.18151,3.39905,2.30936,1366,10,37,0,10,94.6312,34.2086946,5.2381,6.0165,4.6184,16,15,27,21,51,27,17,22,31,28,6,2,9,1,0,0,0,0,0,0,0,0,1,11,13,8,10,14,6,11,20,9,6,2,9,1,0,0,0,0,0,0,0,0,15,4,14,13,41,13,11,11,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,116.674,451.641,-912.28274,155.14726
1211,523,0,10,274,118,156,4.03E-27,7.7422,10.2583,2.5161,8.7284,0.6196,0.317,-0.899,4,46,13,12,64,7,46,33,5,1,0,0,0,0,0,0,0,0,0,0,0,0,9.6861,12.0339,7.9103,0,0,0,0,0,3,26,31,29,59,5,8,104,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,104,9,0,0,0,0,0,0,0,0,0,0,0,0,3,26,31,29,59,5,3,0,0,0,0,0,0,0,0,0,2.7385,0.14879,3.38813,2.25856,1327,85,11,0,0,95.177,34.77460095,9.1606,11.8814,7.1026,2,4,1,3,6,5,32,31,20,49,9,4,102,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,102,6,0,0,0,0,0,0,0,0,2,4,1,3,6,5,32,31,20,47,3,2,0,0,0,0,0,0,0,0,0,0,0,224.996,359.994,-916.12471,155.21529
1212,523,0,10,279,109,170,4.10E-27,6.3646,10.8259,4.4614,8.7107,0.9554,-0.2192,-0.8037,0,40,39,2,40,1,57,69,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9.6201,12.0367,8.0706,0,0,0,0,0,2,41,32,16,45,15,19,105,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,4,0,0,0,0,0,0,0,0,0,0,0,0,2,41,32,16,45,15,19,0,0,0,0,0,0,0,0,0,2.7363,0.15417,3.39063,2.354,1342,90,7,0,0,95.0901,34.59186873,9.0108,11.8716,7.1765,2,3,1,5,9,17,27,30,9,50,11,15,96,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,96,4,0,0,0,0,0,0,0,0,2,3,1,5,9,17,27,29,8,49,11,9,0,0,0,0,0,0,0,0,0,0,0,276.205,349.86,-926.40603,164.48397
1213,523,0,10,286,113,173,4.20E-27,5.532,12.7019,7.17,8.9563,1.4976,0.0067,-0.532,0,68,34,6,72,17,43,36,3,2,0,0,0,0,0,0,0,0,0,0,0,0,9.7552,12.1858,8.1676,0,0,0,0,0,2,19,38,25,70,16,6,88,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88,20,2,0,0,0,0,0,0,0,0,0,0,0,2,19,38,25,70,16,3,0,0,0,0,0,0,0,0,0,2.74088,0.17111,3.39915,2.33334,1395,42,28,0,0,94.7015,34.52118187,8.3217,11.1239,6.4913,10,7,3,8,12,18,15,36,16,55,12,18,66,10,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,1,1,2,7,18,66,10,0,0,0,0,0,0,0,0,9,6,3,8,11,17,11,35,15,53,5,0,0,0,0,0,0,0,0,0,0,0,0,211.963,409.556,-950.94144,167.31856
1214,523,0,10,287,121,166,4.22E-27,6.3543,11.2973,4.9429,8.8916,0.9493,-0.0838,0.1096,0,54,45,0,55,26,45,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0767,12.5041,8.3072,0,0,0,0,0,2,18,29,35,54,20,9,60,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56,54,6,0,0,0,0,0,0,0,0,0,0,0,2,18,29,35,54,20,4,4,0,0,0,0,0,0,0,0,2.76663,0.19916,3.39176,2.33616,1446,19,13,0,2,94.6588,34.39544421,7.7491,9.7521,6.2892,4,4,5,11,29,21,25,30,35,40,18,18,34,12,1,0,0,0,0,0,0,0,0,1,1,1,5,3,6,11,11,6,13,16,34,12,1,0,0,0,0,0,0,0,4,3,4,10,24,18,19,19,24,34,5,2,0,0,0,0,0,0,0,0,0,0,0,175.424,404.549,-956.26234,165.90766
1215,523,0,10,298,129,169,4.38E-27,7.7562,10.4587,2.7025,8.9857,0.7055,0.1907,-1.1024,0,69,21,7,73,5,45,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7584,12.0233,8.0296,0,0,0,0,0,2,26,38,19,75,3,7,122,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,120,6,0,0,0,0,0,0,0,0,0,0,0,0,2,26,38,19,75,3,4,2,0,0,0,0,0,0,0,0,2.73811,0.14943,3.39005,2.38125,1454,110,0,0,0,95.414,34.93319058,9.5906,11.9922,7.7574,2,0,1,1,1,5,28,33,17,74,4,7,119,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,118,6,0,0,0,0,0,0,0,0,2,0,1,1,1,5,28,33,17,74,2,4,1,0,0,0,0,0,0,0,0,0,0,227.564,348.241,-999.53948,165.64052
1216,523,0,10,300,130,170,4.41E-27,7.7926,10.4315,2.6389,8.998,0.7158,0.1277,-1.1295,0,73,15,10,74,4,45,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.74,12.0385,7.9824,0,0,0,0,0,1,34,30,22,74,3,8,121,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,121,7,0,0,0,0,0,0,0,0,0,0,0,0,1,34,30,22,74,3,6,0,0,0,0,0,0,0,0,0,2.73619,0.14728,3.39383,2.32451,1461,111,0,0,0,95.4424,34.90638168,9.6667,12.0308,7.8588,0,0,1,1,0,5,32,30,19,73,5,6,121,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,121,7,0,0,0,0,0,0,0,0,0,0,1,1,0,5,32,30,19,73,4,5,0,0,0,0,0,0,0,0,0,0,0,222.621,359.619,-1005.0149,167.9851
1217,523,0,10,309,147,162,4.54E-27,8.454,10.6034,2.1494,9.1656,0.4966,1.064,1.0612,0,59,55,0,59,73,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0324,12.0204,8.2284,0,0,0,0,0,0,12,1,87,62,0,0,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,87,62,0,0,0,0,0,0,0,0,0,0,0,2.74719,0.15011,3.37638,2.34428,1550,18,83,1,35,95.1609,34.24892715,5.9806,6.1497,5.8272,13,21,11,19,72,4,9,15,85,39,1,0,20,0,0,0,0,0,0,0,0,0,1,21,9,5,27,3,2,2,53,3,1,0,20,0,0,0,0,0,0,0,0,0,12,0,2,14,45,1,7,13,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,43.227,495.453,-1042.3183,165.8717
1218,523,0,10,312,144,168,4.59E-27,7.731,10.887,3.156,9.2429,0.9402,0.1972,-1.1874,8,34,4,34,72,16,62,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7564,12.0278,7.8095,0,0,0,0,0,0,21,57,29,55,6,0,140,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,57,29,55,6,0,0,0,0,0,0,0,0,0,0,2.73974,0.1392,3.39034,2.31016,1522,82,49,0,0,95.1562,34.41922721,8.9744,11.8958,6.4702,0,0,3,4,16,18,42,43,16,26,3,13,124,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,124,4,0,0,0,0,0,0,0,0,0,0,3,4,16,18,42,43,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,256.871,296.39,-1047.9854,171.9346
